,Sucursal,Rango_Edad,Fechas,Year_Month,FCC_y_m,Count_CCont,FR_y_m,Count_Ret,FS_y_m,Count_Sin,CumSum_CCont,CumSum_Ret,CumSum_Sin,Pop_Actual,Pop_SinRetiros,Proporcion_Siniestros,Year,Month
22,TOLIMA,15-44,2016-11-01,2016-11,2016-11,570.0,,0.0,,0.0,10064.0,34.0,3.0,10064.0,10064.0,0.0,2016,11
23,TOLIMA,15-44,2016-12-01,2016-12,2016-12,502.0,2016-12,3.0,,0.0,10566.0,37.0,3.0,10563.0,10563.0,0.0,2016,12
24,TOLIMA,15-44,2017-01-01,2017-01,2017-01,585.0,2017-01,2.0,,0.0,11151.0,39.0,3.0,11149.0,11149.0,0.0,2017,1
25,TOLIMA,15-44,2017-02-01,2017-02,2017-02,483.0,,0.0,2017-02,2.0,11634.0,39.0,5.0,11632.0,11634.0,0.00017190991920233798,2017,2
26,TOLIMA,15-44,2017-03-01,2017-03,2017-03,431.0,2017-03,6.0,2017-03,2.0,12065.0,45.0,7.0,12057.0,12059.0,0.00016585123144539348,2017,3
27,TOLIMA,15-44,2017-04-01,2017-04,2017-04,451.0,2017-04,4.0,2017-04,3.0,12516.0,49.0,10.0,12509.0,12512.0,0.00023976982097186701,2017,4
28,TOLIMA,15-44,2017-05-01,2017-05,2017-05,549.0,2017-05,4.0,2017-05,2.0,13065.0,53.0,12.0,13059.0,13061.0,0.00015312763188117295,2017,5
29,TOLIMA,15-44,2017-06-01,2017-06,2017-06,326.0,2017-06,1.0,,0.0,13391.0,54.0,12.0,13390.0,13390.0,0.0,2017,6
30,TOLIMA,15-44,2017-07-01,2017-07,2017-07,476.0,2017-07,4.0,,0.0,13867.0,58.0,12.0,13863.0,13863.0,0.0,2017,7
31,TOLIMA,15-44,2017-08-01,2017-08,2017-08,549.0,2017-08,4.0,,0.0,14416.0,62.0,12.0,14412.0,14412.0,0.0,2017,8
32,TOLIMA,15-44,2017-09-01,2017-09,2017-09,473.0,2017-09,1.0,2017-09,2.0,14889.0,63.0,14.0,14886.0,14888.0,0.00013433637829124128,2017,9
33,TOLIMA,15-44,2017-10-01,2017-10,2017-10,333.0,2017-10,1.0,,0.0,15222.0,64.0,14.0,15221.0,15221.0,0.0,2017,10
34,TOLIMA,15-44,2017-11-01,2017-11,2017-11,494.0,2017-11,1.0,2017-11,2.0,15716.0,65.0,16.0,15713.0,15715.0,0.00012726694241170855,2017,11
35,TOLIMA,15-44,2017-12-01,2017-12,2017-12,230.0,2017-12,4.0,2017-12,1.0,15946.0,69.0,17.0,15941.0,15942.0,6.272738677706687e-05,2017,12
36,TOLIMA,15-44,2018-01-01,2018-01,2018-01,672.0,2018-01,4.0,,0.0,16618.0,73.0,17.0,16614.0,16614.0,0.0,2018,1
37,TOLIMA,15-44,2018-02-01,2018-02,2018-02,602.0,2018-02,3.0,,0.0,17220.0,76.0,17.0,17217.0,17217.0,0.0,2018,2
38,TOLIMA,15-44,2018-03-01,2018-03,2018-03,533.0,2018-03,9.0,2018-03,1.0,17753.0,85.0,18.0,17743.0,17744.0,5.63570784490532e-05,2018,3
39,TOLIMA,15-44,2018-04-01,2018-04,2018-04,454.0,2018-04,5.0,2018-04,1.0,18207.0,90.0,19.0,18201.0,18202.0,5.49390176903637e-05,2018,4
40,TOLIMA,15-44,2018-05-01,2018-05,2018-05,607.0,2018-05,8.0,,0.0,18814.0,98.0,19.0,18806.0,18806.0,0.0,2018,5
41,TOLIMA,15-44,2018-06-01,2018-06,2018-06,383.0,2018-06,3.0,2018-06,2.0,19197.0,101.0,21.0,19192.0,19194.0,0.00010419922892570594,2018,6
42,TOLIMA,15-44,2018-07-01,2018-07,2018-07,547.0,2018-07,3.0,2018-07,2.0,19744.0,104.0,23.0,19739.0,19741.0,0.00010131199027404894,2018,7
43,TOLIMA,15-44,2018-08-01,2018-08,2018-08,348.0,2018-08,4.0,2018-08,1.0,20092.0,108.0,24.0,20087.0,20088.0,4.978096375945838e-05,2018,8
44,TOLIMA,15-44,2018-09-01,2018-09,2018-09,407.0,2018-09,2.0,2018-09,4.0,20499.0,110.0,28.0,20493.0,20497.0,0.00019515050983070692,2018,9
45,TOLIMA,15-44,2018-10-01,2018-10,2018-10,380.0,2018-10,1.0,2018-10,2.0,20879.0,111.0,30.0,20876.0,20878.0,9.579461634256155e-05,2018,10
46,TOLIMA,15-44,2018-11-01,2018-11,2018-11,400.0,2018-11,2.0,,0.0,21279.0,113.0,30.0,21277.0,21277.0,0.0,2018,11
47,TOLIMA,15-44,2018-12-01,2018-12,2018-12,348.0,,0.0,2018-12,1.0,21627.0,113.0,31.0,21626.0,21627.0,4.623849817357932e-05,2018,12
48,TOLIMA,15-44,2019-01-01,2019-01,2019-01,331.0,2019-01,3.0,2019-01,2.0,21958.0,116.0,33.0,21953.0,21955.0,9.109542245502163e-05,2019,1
49,TOLIMA,15-44,2019-02-01,2019-02,2019-02,369.0,2019-02,9.0,2019-02,1.0,22327.0,125.0,34.0,22317.0,22318.0,4.4806882337126984e-05,2019,2
50,TOLIMA,15-44,2019-03-01,2019-03,2019-03,545.0,2019-03,7.0,,0.0,22872.0,132.0,34.0,22865.0,22865.0,0.0,2019,3
51,TOLIMA,15-44,2019-04-01,2019-04,2019-04,824.0,2019-04,1.0,2019-04,1.0,23696.0,133.0,35.0,23694.0,23695.0,4.22029964127453e-05,2019,4
52,TOLIMA,15-44,2019-05-01,2019-05,2019-05,451.0,2019-05,9.0,,0.0,24147.0,142.0,35.0,24138.0,24138.0,0.0,2019,5
53,TOLIMA,15-44,2019-06-01,2019-06,2019-06,357.0,2019-06,14.0,2019-06,1.0,24504.0,156.0,36.0,24489.0,24490.0,4.083299305839118e-05,2019,6
54,TOLIMA,15-44,2019-07-01,2019-07,2019-07,906.0,2019-07,1.0,,0.0,25410.0,157.0,36.0,25409.0,25409.0,0.0,2019,7
55,TOLIMA,15-44,2019-08-01,2019-08,2019-08,524.0,,0.0,2019-08,3.0,25934.0,157.0,39.0,25931.0,25934.0,0.0001156782601989666,2019,8
56,TOLIMA,15-44,2019-09-01,2019-09,2019-09,742.0,2019-09,3.0,,0.0,26676.0,160.0,39.0,26673.0,26673.0,0.0,2019,9
57,TOLIMA,15-44,2019-10-01,2019-10,2019-10,498.0,2019-10,3.0,2019-10,1.0,27174.0,163.0,40.0,27170.0,27171.0,3.680394538294505e-05,2019,10
58,TOLIMA,15-44,2019-11-01,2019-11,2019-11,445.0,2019-11,1.0,2019-11,4.0,27619.0,164.0,44.0,27614.0,27618.0,0.00014483307987544355,2019,11
59,TOLIMA,15-44,2019-12-01,2019-12,2019-12,260.0,2019-12,1.0,2019-12,1.0,27879.0,165.0,45.0,27877.0,27878.0,3.587057895114427e-05,2019,12
60,TOLIMA,15-44,2020-01-01,2020-01,2020-01,540.0,2020-01,2.0,,0.0,28419.0,167.0,45.0,28417.0,28417.0,0.0,2020,1
61,TOLIMA,15-44,2020-02-01,2020-02,2020-02,347.0,2020-02,9.0,2020-02,1.0,28766.0,176.0,46.0,28756.0,28757.0,3.477414194804743e-05,2020,2
62,TOLIMA,15-44,2020-03-01,2020-03,2020-03,354.0,2020-03,5.0,,0.0,29120.0,181.0,46.0,29115.0,29115.0,0.0,2020,3
63,TOLIMA,15-44,2020-04-01,2020-04,2020-04,357.0,,0.0,2020-04,3.0,29477.0,181.0,49.0,29474.0,29477.0,0.00010177426468093768,2020,4
64,TOLIMA,15-44,2020-05-01,2020-05,2020-05,414.0,2020-05,3.0,2020-05,1.0,29891.0,184.0,50.0,29887.0,29888.0,3.345824411134904e-05,2020,5
65,TOLIMA,15-44,2020-06-01,2020-06,2020-06,342.0,2020-06,1.0,2020-06,1.0,30233.0,185.0,51.0,30231.0,30232.0,3.307753373908441e-05,2020,6
66,TOLIMA,15-44,2020-07-01,2020-07,2020-07,352.0,2020-07,1.0,2020-07,4.0,30585.0,186.0,55.0,30580.0,30584.0,0.00013078733978550875,2020,7
67,TOLIMA,15-44,2020-08-01,2020-08,2020-08,286.0,2020-08,2.0,2020-08,1.0,30871.0,188.0,56.0,30868.0,30869.0,3.239495934432602e-05,2020,8
68,TOLIMA,15-44,2020-09-01,2020-09,2020-09,442.0,,0.0,2020-09,2.0,31313.0,188.0,58.0,31311.0,31313.0,6.387123558905247e-05,2020,9
69,TOLIMA,15-44,2020-10-01,2020-10,2020-10,336.0,2020-10,9.0,2020-10,1.0,31649.0,197.0,59.0,31639.0,31640.0,3.1605562579013905e-05,2020,10
70,TOLIMA,15-44,2020-11-01,2020-11,2020-11,621.0,2020-11,2.0,2020-11,1.0,32270.0,199.0,60.0,32267.0,32268.0,3.099045493987852e-05,2020,11
71,TOLIMA,15-44,2020-12-01,2020-12,2020-12,143.0,2020-12,2.0,2020-12,1.0,32413.0,201.0,61.0,32410.0,32411.0,3.085372250161982e-05,2020,12
72,TOLIMA,15-44,2021-01-01,2021-01,2021-01,479.0,2021-01,3.0,,0.0,32892.0,204.0,61.0,32889.0,32889.0,0.0,2021,1
73,TOLIMA,15-44,2021-02-01,2021-02,2021-02,174.0,2021-02,4.0,2021-02,1.0,33066.0,208.0,62.0,33061.0,33062.0,3.0246204101385276e-05,2021,2
74,TOLIMA,15-44,2021-03-01,2021-03,2021-03,152.0,2021-03,3.0,2021-03,1.0,33218.0,211.0,63.0,33214.0,33215.0,3.0106879421947915e-05,2021,3
75,TOLIMA,15-44,2021-04-01,2021-04,2021-04,147.0,2021-04,2.0,2021-04,2.0,33365.0,213.0,65.0,33361.0,33363.0,5.9946647483739474e-05,2021,4
76,TOLIMA,15-44,2021-05-01,2021-05,2021-05,87.0,2021-05,6.0,2021-05,3.0,33452.0,219.0,68.0,33443.0,33446.0,8.969682473240447e-05,2021,5
77,TOLIMA,15-44,2021-06-01,2021-06,2021-06,184.0,2021-06,1.0,2021-06,2.0,33636.0,220.0,70.0,33633.0,33635.0,5.9461870075813886e-05,2021,6
78,TOLIMA,15-44,2021-07-01,2021-07,2021-07,1148.0,2021-07,6.0,2021-07,2.0,34784.0,226.0,72.0,34776.0,34778.0,5.750761975961815e-05,2021,7
79,TOLIMA,15-44,2021-08-01,2021-08,2021-08,231.0,2021-08,4.0,2021-08,4.0,35015.0,230.0,76.0,35007.0,35011.0,0.00011424980720345035,2021,8
80,TOLIMA,15-44,2021-09-01,2021-09,2021-09,1368.0,2021-09,1.0,2021-09,8.0,36383.0,231.0,84.0,36374.0,36382.0,0.00021988895607718103,2021,9
81,TOLIMA,15-44,2021-10-01,2021-10,2021-10,158.0,2021-10,3.0,2021-10,1.0,36541.0,234.0,85.0,36537.0,36538.0,2.736876676336964e-05,2021,10
82,TOLIMA,15-44,2021-11-01,2021-11,2021-11,209.0,2021-11,6.0,2021-11,1.0,36750.0,240.0,86.0,36743.0,36744.0,2.7215327672545177e-05,2021,11
83,TOLIMA,15-44,2021-12-01,2021-12,2021-12,141.0,2021-12,1.0,,0.0,36891.0,241.0,86.0,36890.0,36890.0,0.0,2021,12
84,TOLIMA,15-44,2022-01-01,2022-01,2022-01,899.0,2022-01,11.0,,0.0,37790.0,252.0,86.0,37779.0,37779.0,0.0,2022,1
85,TOLIMA,15-44,2022-02-01,2022-02,2022-02,201.0,2022-02,10.0,,0.0,37991.0,262.0,86.0,37981.0,37981.0,0.0,2022,2
86,TOLIMA,15-44,2022-03-01,2022-03,2022-03,18.0,2022-03,2.0,2022-03,1.0,38009.0,264.0,87.0,38006.0,38007.0,2.6310942721077695e-05,2022,3
87,TOLIMA,15-44,2022-04-01,2022-04,,0.0,,0.0,,0.0,38009.0,264.0,87.0,38009.0,38009.0,0.0,2022,4
88,TOLIMA,15-44,2022-05-01,2022-05,,0.0,,0.0,,0.0,38009.0,264.0,87.0,38009.0,38009.0,0.0,2022,5
89,TOLIMA,15-44,2022-06-01,2022-06,,0.0,,0.0,,0.0,38009.0,264.0,87.0,38009.0,38009.0,0.0,2022,6
90,TOLIMA,65-84,2015-01-01,2015-01,2015-01,117.0,,0.0,,0.0,117.0,0.0,0.0,117.0,117.0,0.0,2015,1
91,TOLIMA,65-84,2015-02-01,2015-02,2015-02,146.0,,0.0,,0.0,263.0,0.0,0.0,263.0,263.0,0.0,2015,2
92,TOLIMA,65-84,2015-03-01,2015-03,2015-03,157.0,2015-03,1.0,,0.0,420.0,1.0,0.0,419.0,419.0,0.0,2015,3
93,TOLIMA,65-84,2015-04-01,2015-04,2015-04,119.0,,0.0,,0.0,539.0,1.0,0.0,539.0,539.0,0.0,2015,4
94,TOLIMA,65-84,2015-05-01,2015-05,2015-05,133.0,,0.0,,0.0,672.0,1.0,0.0,672.0,672.0,0.0,2015,5
95,TOLIMA,65-84,2015-06-01,2015-06,2015-06,114.0,2015-06,2.0,,0.0,786.0,3.0,0.0,784.0,784.0,0.0,2015,6
96,TOLIMA,65-84,2015-07-01,2015-07,2015-07,146.0,2015-07,2.0,,0.0,932.0,5.0,0.0,930.0,930.0,0.0,2015,7
97,TOLIMA,65-84,2015-08-01,2015-08,2015-08,110.0,2015-08,4.0,2015-08,1.0,1042.0,9.0,1.0,1037.0,1038.0,0.0009633911368015414,2015,8
98,TOLIMA,65-84,2015-09-01,2015-09,2015-09,77.0,2015-09,3.0,2015-09,1.0,1119.0,12.0,2.0,1115.0,1116.0,0.0008960573476702509,2015,9
99,TOLIMA,65-84,2015-10-01,2015-10,2015-10,100.0,2015-10,1.0,,0.0,1219.0,13.0,2.0,1218.0,1218.0,0.0,2015,10
100,TOLIMA,65-84,2015-11-01,2015-11,2015-11,95.0,2015-11,4.0,2015-11,1.0,1314.0,17.0,3.0,1309.0,1310.0,0.0007633587786259542,2015,11
101,TOLIMA,65-84,2015-12-01,2015-12,2015-12,93.0,2015-12,3.0,2015-12,1.0,1407.0,20.0,4.0,1403.0,1404.0,0.0007122507122507123,2015,12
102,TOLIMA,65-84,2016-01-01,2016-01,2016-01,77.0,2016-01,6.0,2016-01,1.0,1484.0,26.0,5.0,1477.0,1478.0,0.0006765899864682003,2016,1
103,TOLIMA,65-84,2016-02-01,2016-02,2016-02,78.0,2016-02,5.0,2016-02,2.0,1562.0,31.0,7.0,1555.0,1557.0,0.0012845215157353885,2016,2
104,TOLIMA,65-84,2016-03-01,2016-03,2016-03,110.0,2016-03,1.0,,0.0,1672.0,32.0,7.0,1671.0,1671.0,0.0,2016,3
105,TOLIMA,65-84,2016-04-01,2016-04,2016-04,83.0,,0.0,,0.0,1755.0,32.0,7.0,1755.0,1755.0,0.0,2016,4
106,TOLIMA,65-84,2016-05-01,2016-05,2016-05,130.0,2016-05,3.0,2016-05,3.0,1885.0,35.0,10.0,1879.0,1882.0,0.001594048884165781,2016,5
107,TOLIMA,65-84,2016-06-01,2016-06,2016-06,79.0,2016-06,2.0,2016-06,1.0,1964.0,37.0,11.0,1961.0,1962.0,0.0005096839959225281,2016,6
108,TOLIMA,65-84,2016-07-01,2016-07,2016-07,180.0,2016-07,1.0,2016-07,1.0,2144.0,38.0,12.0,2142.0,2143.0,0.0004666355576294914,2016,7
109,TOLIMA,65-84,2016-08-01,2016-08,2016-08,135.0,2016-08,2.0,2016-08,1.0,2279.0,40.0,13.0,2276.0,2277.0,0.0004391743522178305,2016,8
110,TOLIMA,65-84,2016-09-01,2016-09,2016-09,122.0,2016-09,3.0,2016-09,3.0,2401.0,43.0,16.0,2395.0,2398.0,0.0012510425354462051,2016,9
111,TOLIMA,65-84,2016-10-01,2016-10,2016-10,198.0,2016-10,4.0,2016-10,3.0,2599.0,47.0,19.0,2592.0,2595.0,0.0011560693641618498,2016,10
112,TOLIMA,65-84,2016-11-01,2016-11,2016-11,148.0,2016-11,27.0,2016-11,2.0,2747.0,74.0,21.0,2718.0,2720.0,0.0007352941176470588,2016,11
113,TOLIMA,65-84,2016-12-01,2016-12,2016-12,119.0,2016-12,2.0,2016-12,5.0,2866.0,76.0,26.0,2859.0,2864.0,0.0017458100558659217,2016,12
114,TOLIMA,65-84,2017-01-01,2017-01,2017-01,201.0,2017-01,7.0,2017-01,4.0,3067.0,83.0,30.0,3056.0,3060.0,0.00130718954248366,2017,1
115,TOLIMA,65-84,2017-02-01,2017-02,2017-02,124.0,2017-02,4.0,2017-02,4.0,3191.0,87.0,34.0,3183.0,3187.0,0.0012550988390335738,2017,2
116,TOLIMA,65-84,2017-03-01,2017-03,2017-03,128.0,2017-03,1.0,2017-03,4.0,3319.0,88.0,38.0,3314.0,3318.0,0.0012055455093429777,2017,3
117,TOLIMA,65-84,2017-04-01,2017-04,2017-04,136.0,2017-04,1.0,2017-04,3.0,3455.0,89.0,41.0,3451.0,3454.0,0.0008685581933989577,2017,4
118,TOLIMA,65-84,2017-05-01,2017-05,2017-05,127.0,,0.0,2017-05,1.0,3582.0,89.0,42.0,3581.0,3582.0,0.00027917364600781687,2017,5
119,TOLIMA,65-84,2017-06-01,2017-06,2017-06,69.0,2017-06,2.0,2017-06,4.0,3651.0,91.0,46.0,3645.0,3649.0,0.0010961907371882709,2017,6
120,TOLIMA,65-84,2017-07-01,2017-07,2017-07,138.0,,0.0,2017-07,4.0,3789.0,91.0,50.0,3785.0,3789.0,0.0010556875164951175,2017,7
121,TOLIMA,65-84,2017-08-01,2017-08,2017-08,108.0,,0.0,2017-08,2.0,3897.0,91.0,52.0,3895.0,3897.0,0.0005132152938157557,2017,8
122,TOLIMA,65-84,2017-09-01,2017-09,2017-09,140.0,,0.0,2017-09,11.0,4037.0,91.0,63.0,4026.0,4037.0,0.0027247956403269754,2017,9
123,TOLIMA,65-84,2017-10-01,2017-10,2017-10,78.0,,0.0,2017-10,4.0,4115.0,91.0,67.0,4111.0,4115.0,0.0009720534629404617,2017,10
124,TOLIMA,65-84,2017-11-01,2017-11,2017-11,138.0,2017-11,3.0,2017-11,4.0,4253.0,94.0,71.0,4246.0,4250.0,0.0009411764705882353,2017,11
125,TOLIMA,65-84,2017-12-01,2017-12,2017-12,73.0,2017-12,5.0,2017-12,1.0,4326.0,99.0,72.0,4320.0,4321.0,0.00023142791020597085,2017,12
126,TOLIMA,65-84,2018-01-01,2018-01,2018-01,114.0,2018-01,2.0,2018-01,1.0,4440.0,101.0,73.0,4437.0,4438.0,0.0002253267237494367,2018,1
127,TOLIMA,65-84,2018-02-01,2018-02,2018-02,162.0,2018-02,2.0,2018-02,3.0,4602.0,103.0,76.0,4597.0,4600.0,0.0006521739130434783,2018,2
128,TOLIMA,65-84,2018-03-01,2018-03,2018-03,136.0,2018-03,3.0,2018-03,4.0,4738.0,106.0,80.0,4731.0,4735.0,0.0008447729672650475,2018,3
129,TOLIMA,65-84,2018-04-01,2018-04,2018-04,118.0,,0.0,2018-04,5.0,4856.0,106.0,85.0,4851.0,4856.0,0.001029654036243822,2018,4
130,TOLIMA,65-84,2018-05-01,2018-05,2018-05,145.0,2018-05,2.0,2018-05,5.0,5001.0,108.0,90.0,4994.0,4999.0,0.0010002000400080016,2018,5
131,TOLIMA,65-84,2018-06-01,2018-06,2018-06,93.0,2018-06,1.0,2018-06,4.0,5094.0,109.0,94.0,5089.0,5093.0,0.0007853917141174161,2018,6
132,TOLIMA,65-84,2018-07-01,2018-07,2018-07,98.0,2018-07,4.0,2018-07,4.0,5192.0,113.0,98.0,5184.0,5188.0,0.0007710100231303007,2018,7
133,TOLIMA,65-84,2018-08-01,2018-08,2018-08,104.0,,0.0,2018-08,3.0,5296.0,113.0,101.0,5293.0,5296.0,0.0005664652567975831,2018,8
134,TOLIMA,65-84,2018-09-01,2018-09,2018-09,126.0,2018-09,2.0,2018-09,4.0,5422.0,115.0,105.0,5416.0,5420.0,0.0007380073800738007,2018,9
135,TOLIMA,65-84,2018-10-01,2018-10,2018-10,114.0,2018-10,1.0,2018-10,5.0,5536.0,116.0,110.0,5530.0,5535.0,0.0009033423667570009,2018,10
136,TOLIMA,65-84,2018-11-01,2018-11,2018-11,89.0,2018-11,1.0,2018-11,5.0,5625.0,117.0,115.0,5619.0,5624.0,0.0008890469416785206,2018,11
137,TOLIMA,65-84,2018-12-01,2018-12,2018-12,81.0,2018-12,3.0,2018-12,4.0,5706.0,120.0,119.0,5699.0,5703.0,0.0007013852358407856,2018,12
138,TOLIMA,65-84,2019-01-01,2019-01,2019-01,74.0,2019-01,5.0,2019-01,11.0,5780.0,125.0,130.0,5764.0,5775.0,0.0019047619047619048,2019,1
139,TOLIMA,65-84,2019-02-01,2019-02,2019-02,83.0,2019-02,1.0,2019-02,2.0,5863.0,126.0,132.0,5860.0,5862.0,0.000341180484476288,2019,2
140,TOLIMA,65-84,2019-03-01,2019-03,2019-03,120.0,2019-03,3.0,2019-03,3.0,5983.0,129.0,135.0,5977.0,5980.0,0.0005016722408026755,2019,3
141,TOLIMA,65-84,2019-04-01,2019-04,2019-04,182.0,,0.0,2019-04,13.0,6165.0,129.0,148.0,6152.0,6165.0,0.00210867802108678,2019,4
142,TOLIMA,65-84,2019-05-01,2019-05,2019-05,141.0,2019-05,8.0,2019-05,6.0,6306.0,137.0,154.0,6292.0,6298.0,0.000952683391552874,2019,5
143,TOLIMA,65-84,2019-06-01,2019-06,2019-06,138.0,2019-06,5.0,2019-06,3.0,6444.0,142.0,157.0,6436.0,6439.0,0.00046591085572293835,2019,6
144,TOLIMA,65-84,2019-07-01,2019-07,2019-07,370.0,,0.0,2019-07,7.0,6814.0,142.0,164.0,6807.0,6814.0,0.001027296742001761,2019,7
145,TOLIMA,65-84,2019-08-01,2019-08,2019-08,188.0,,0.0,2019-08,6.0,7002.0,142.0,170.0,6996.0,7002.0,0.000856898029134533,2019,8
146,TOLIMA,65-84,2019-09-01,2019-09,2019-09,171.0,,0.0,2019-09,6.0,7173.0,142.0,176.0,7167.0,7173.0,0.000836470096194061,2019,9
147,TOLIMA,65-84,2019-10-01,2019-10,2019-10,160.0,,0.0,2019-10,6.0,7333.0,142.0,182.0,7327.0,7333.0,0.000818219009954998,2019,10
148,TOLIMA,65-84,2019-11-01,2019-11,2019-11,114.0,,0.0,2019-11,8.0,7447.0,142.0,190.0,7439.0,7447.0,0.001074258090506244,2019,11
149,TOLIMA,65-84,2019-12-01,2019-12,2019-12,81.0,2019-12,1.0,2019-12,8.0,7528.0,143.0,198.0,7519.0,7527.0,0.001062840441078783,2019,12
150,TOLIMA,65-84,2020-01-01,2020-01,2020-01,168.0,2020-01,3.0,2020-01,7.0,7696.0,146.0,205.0,7686.0,7693.0,0.0009099181073703367,2020,1
151,TOLIMA,65-84,2020-02-01,2020-02,2020-02,117.0,2020-02,2.0,2020-02,6.0,7813.0,148.0,211.0,7805.0,7811.0,0.0007681474843169889,2020,2
152,TOLIMA,65-84,2020-03-01,2020-03,2020-03,111.0,2020-03,1.0,2020-03,11.0,7924.0,149.0,222.0,7912.0,7923.0,0.001388362993815474,2020,3
153,TOLIMA,65-84,2020-04-01,2020-04,2020-04,96.0,,0.0,2020-04,6.0,8020.0,149.0,228.0,8014.0,8020.0,0.0007481296758104738,2020,4
154,TOLIMA,65-84,2020-05-01,2020-05,2020-05,130.0,,0.0,2020-05,6.0,8150.0,149.0,234.0,8144.0,8150.0,0.000736196319018405,2020,5
155,TOLIMA,65-84,2020-06-01,2020-06,2020-06,98.0,,0.0,2020-06,6.0,8248.0,149.0,240.0,8242.0,8248.0,0.0007274490785645005,2020,6
156,TOLIMA,65-84,2020-07-01,2020-07,2020-07,106.0,2020-07,2.0,2020-07,18.0,8354.0,151.0,258.0,8334.0,8352.0,0.0021551724137931034,2020,7
157,TOLIMA,65-84,2020-08-01,2020-08,2020-08,83.0,2020-08,3.0,2020-08,19.0,8437.0,154.0,277.0,8415.0,8434.0,0.0022527863410007113,2020,8
158,TOLIMA,65-84,2020-09-01,2020-09,2020-09,83.0,,0.0,2020-09,9.0,8520.0,154.0,286.0,8511.0,8520.0,0.001056338028169014,2020,9
159,TOLIMA,65-84,2020-10-01,2020-10,2020-10,79.0,2020-10,6.0,2020-10,18.0,8599.0,160.0,304.0,8575.0,8593.0,0.002094728267194228,2020,10
160,TOLIMA,65-84,2020-11-01,2020-11,2020-11,68.0,,0.0,2020-11,17.0,8667.0,160.0,321.0,8650.0,8667.0,0.001961463020653052,2020,11
161,TOLIMA,65-84,2020-12-01,2020-12,2020-12,40.0,2020-12,1.0,2020-12,14.0,8707.0,161.0,335.0,8692.0,8706.0,0.0016080863772111188,2020,12
162,TOLIMA,65-84,2021-01-01,2021-01,2021-01,55.0,,0.0,2021-01,17.0,8762.0,161.0,352.0,8745.0,8762.0,0.0019401963022141063,2021,1
163,TOLIMA,65-84,2021-02-01,2021-02,2021-02,52.0,2021-02,2.0,2021-02,17.0,8814.0,163.0,369.0,8795.0,8812.0,0.001929187471629596,2021,2
164,TOLIMA,65-84,2021-03-01,2021-03,2021-03,41.0,2021-03,1.0,2021-03,7.0,8855.0,164.0,376.0,8847.0,8854.0,0.000790603117235148,2021,3
165,TOLIMA,65-84,2021-04-01,2021-04,2021-04,15.0,2021-04,1.0,2021-04,10.0,8870.0,165.0,386.0,8859.0,8869.0,0.0011275228323373548,2021,4
166,TOLIMA,65-84,2021-05-01,2021-05,2021-05,33.0,2021-05,1.0,2021-05,15.0,8903.0,166.0,401.0,8887.0,8902.0,0.0016850146034598967,2021,5
167,TOLIMA,65-84,2021-06-01,2021-06,2021-06,32.0,,0.0,2021-06,13.0,8935.0,166.0,414.0,8922.0,8935.0,0.0014549524342473419,2021,6
168,TOLIMA,65-84,2021-07-01,2021-07,2021-07,93.0,,0.0,2021-07,14.0,9028.0,166.0,428.0,9014.0,9028.0,0.0015507310589277803,2021,7
169,TOLIMA,65-84,2021-08-01,2021-08,2021-08,36.0,,0.0,2021-08,14.0,9064.0,166.0,442.0,9050.0,9064.0,0.0015445719329214476,2021,8
170,TOLIMA,65-84,2021-09-01,2021-09,2021-09,93.0,2021-09,1.0,2021-09,9.0,9157.0,167.0,451.0,9147.0,9156.0,0.000982961992136304,2021,9
171,TOLIMA,65-84,2021-10-01,2021-10,2021-10,32.0,,0.0,2021-10,6.0,9189.0,167.0,457.0,9183.0,9189.0,0.000652954619653934,2021,10
172,TOLIMA,65-84,2021-11-01,2021-11,2021-11,23.0,,0.0,2021-11,7.0,9212.0,167.0,464.0,9205.0,9212.0,0.0007598784194528875,2021,11
173,TOLIMA,65-84,2021-12-01,2021-12,2021-12,33.0,,0.0,2021-12,7.0,9245.0,167.0,471.0,9238.0,9245.0,0.0007571660356949703,2021,12
174,TOLIMA,65-84,2022-01-01,2022-01,2022-01,89.0,2022-01,1.0,2022-01,11.0,9334.0,168.0,482.0,9322.0,9333.0,0.0011786135219114969,2022,1
175,TOLIMA,65-84,2022-02-01,2022-02,2022-02,53.0,2022-02,7.0,2022-02,10.0,9387.0,175.0,492.0,9370.0,9380.0,0.0010660980810234541,2022,2
176,TOLIMA,65-84,2022-03-01,2022-03,2022-03,3.0,2022-03,11.0,2022-03,9.0,9390.0,186.0,501.0,9370.0,9379.0,0.0009595905746881331,2022,3
177,TOLIMA,65-84,2022-04-01,2022-04,,0.0,,0.0,,0.0,9390.0,186.0,501.0,9390.0,9390.0,0.0,2022,4
178,TOLIMA,65-84,2022-05-01,2022-05,,0.0,,0.0,,0.0,9390.0,186.0,501.0,9390.0,9390.0,0.0,2022,5
179,TOLIMA,65-84,2022-06-01,2022-06,,0.0,,0.0,,0.0,9390.0,186.0,501.0,9390.0,9390.0,0.0,2022,6
180,TOLIMA,45-64,2015-01-01,2015-01,2015-01,246.0,2015-01,1.0,,0.0,246.0,1.0,0.0,245.0,245.0,0.0,2015,1
181,TOLIMA,45-64,2015-02-01,2015-02,2015-02,299.0,,0.0,,0.0,545.0,1.0,0.0,545.0,545.0,0.0,2015,2
